"myid","mymeans","mycileftknown","mycirightknown","mycileftunknown","mycirightunknown","myvars"
38010,0.987789769009675,0.977736688601376,0.997842849417973,0.977817541793494,0.997761996225855,0.991957371389284
39010,1.00353783660654,0.993614445328595,1.01346122788448,0.993674200822342,1.01340147239073,0.993978319299
40010,1.00001244961032,0.990213854435475,1.00981104478517,0.99023142531141,1.00979347390923,0.998206796421252
41010,0.997256308309872,0.987577916350127,1.00693470026962,0.987463258747583,1.00704935787216,1.01184676163369
42010,1.00745453149119,0.997892024839637,1.01701703814274,0.997913632207791,1.01699543077458,0.997740407516367
43010,0.996378797065816,0.98692811028643,1.0058294838452,0.98697679842221,1.00578079570942,0.994848190727694
44010,1.00084828469143,0.991505584623936,1.01019098475892,0.991415646957811,1.01028092242504,1.00962651754586
45010,0.998234254785536,0.988995922380896,1.00747258719018,0.989032662273707,1.00743584729737,0.99602310339123
46010,1.00271088871323,0.993573502655592,1.01184827477088,0.993512471879707,1.01190930554676,1.0066792379681
47010,0.996523005757527,0.987483327662508,1.00556268385255,0.987493680702373,1.00555233081268,0.998854711444815
48010,0.996630006489854,0.987684967497639,1.00557504548207,0.987611173887329,1.00564883909238,1.00824966893652
49010,0.994067359536256,0.985214048142083,1.00292067093043,0.985299309382562,1.00283540968995,0.990369564936402
50010,1.00197671695643,0.993212367941749,1.01074106597111,0.993218342068792,1.01073509184407,0.999318360435833
51010,1.00655565067958,0.997877635024575,1.01523366633459,0.997877324540034,1.01523397681913,1.00003577828781
52010,1.00197273483814,0.99337855051132,1.01056691916495,0.993343209985605,1.01060225969067,1.00411214425609
53010,0.997913860266759,0.989401123800232,1.00642659673329,0.989451759642561,1.00637596089096,0.994051754975867
54010,0.999352453695816,0.990918892465755,1.00778601492588,0.99083352500218,1.00787138238945,1.0101223505998
55010,0.993027310415679,0.984670755557253,1.0013838652741,0.984685356259459,1.0013692645719,0.998252784496394
56010,1.00097637558452,0.992694755478632,1.0092579956904,0.992679164151315,1.00927358701772,1.00188264217846
57010,0.994769252724281,0.986560587000743,1.00297791844782,0.986492508238968,1.00304599720959,1.0082935234626
58010,0.995529766220424,0.987392160228338,1.00366737221251,0.98734691398113,1.00371261845972,1.00556014228909
59010,0.999410318181575,0.991341957883246,1.0074786784799,0.991368331444099,1.00745230491905,0.99673123659856
60010,1.0013508242146,0.993349971463963,1.00935167696525,0.993393885639082,1.00930776279013,0.994511313170295
61010,1.00298319196577,0.995048180136508,1.01091820379504,0.995184510383314,1.01078187354824,0.982819150148874
62010,1.00444661093251,0.996575840864763,1.01231738100026,0.996593172041741,1.01230004982328,0.997798032869835
63010,0.996693461419036,0.988885397656757,1.00450152518132,0.988989946589261,1.00439697624881,0.986610133358651
64010,1.0042143118484,0.99646747914226,1.01196114455454,0.996520915022569,1.01190770867423,0.993102228699675
65010,0.997852349428528,0.990165329481853,1.0055393693752,0.990103201936632,1.00560149692042,1.0080821365955
66010,0.994200898951341,0.986572327388745,1.00182947051394,0.986653276012205,1.00174852189048,0.989388757410772
67010,1.00083600664423,0.993264570184575,1.00840744310388,0.993230145041171,1.00844186824729,1.00454671231635
68010,0.999731064032475,0.9922154978496,1.00724663021535,0.992122354937365,1.00733977312759,1.01239333271359
69010,0.996495530084994,0.989034615341172,1.00395644482882,0.989129649226111,1.00386141094388,0.987262435210352
70010,0.997419173576213,0.990011735114728,1.0048266120377,0.989927071595782,1.00491127555664,1.01142952714162
71010,0.998649446668633,0.991294350853103,1.00600454248416,0.991268118454181,1.00603077488309,1.00356656114076
72010,0.995615382917893,0.988311535607097,1.00291923022869,0.988308725404122,1.00292204043166,1.00038475653379
73010,0.999275233802478,0.992021578450435,1.00652888915452,0.992005800812647,1.00654466679231,1.00217512923097
74010,0.997681728453629,0.990477244325597,1.00488621258166,0.990489119418949,1.00487433748831,0.998351708027794
75010,1.00152590024968,0.994369600745545,1.00868219975382,0.994402592996001,1.00864920750336,0.995389761085764
76010,0.996729343235619,0.989620274312864,1.00383841215837,0.989638118063495,1.00382056840774,0.997490001739264
77010,1.00387771517147,0.996814953860618,1.01094047648232,0.996765700616108,1.01098972972683,1.00697365270354
78010,1.00368753046242,0.996670183468385,1.01070487745645,0.996707181850541,1.0106678790743,0.994727582633841
79010,0.997368515374909,0.99039571775825,1.00434131299157,0.990394824956415,1.0043422057934,1.0001280406925
80010,1.00083796507905,0.993908879011646,1.00776705114645,0.99395566708415,1.00772026307395,0.993247583873431
81010,1.00412331261652,0.99723712620659,1.01100949902646,0.997188875965836,1.01105774926721,1.00700681594739
82010,1.0004826797532,0.993638605934947,1.00732675357144,0.993623995094093,1.0073413644123,1.00213481637422
83010,1.00176951591101,0.99496679139473,1.00857224042729,0.994978368368548,1.00856066345347,0.998298185706228
84010,0.998407453307886,0.991645337586383,1.00516956902939,0.991642403790755,1.00517250282502,1.00043385764886
85010,0.996632126812636,0.989909901220463,1.00335435240481,0.989899001946874,1.0033652516784,1.00162137872946
86010,1.00200640857048,0.995323375392511,1.00868944174844,0.995326107391482,1.00868670974947,0.999591203739605
87010,0.997756849018719,0.99111233064498,1.00440136739246,0.991066456971929,1.00444724106551,1.00690398768886
88010,1.00093756624661,0.994330904370411,1.00754422812281,0.994303413292945,1.00757171920027,1.00416111464174
89010,1.00314306287926,0.996573617736036,1.00971250802249,0.996577526291383,1.00970859946715,0.999405040264266
90010,0.999720482352532,0.993187631996781,1.00625333270828,0.993226089819321,1.00621487488574,0.994113163405592
91010,0.996981059664447,0.990484199282587,1.00347792004631,0.990495219760998,1.0034668995679,0.998303722450035
92010,1.0015415831806,0.995080124437468,1.00800304192373,0.995078704951084,1.00800446141011,1.00021968512692
93010,0.995570162841615,0.98914353325871,1.00199679242452,0.989149911411048,1.00199041427218,0.999007543183306
94010,1.00007821803013,0.993685860393662,1.00647057566659,0.993703422060944,1.00645301399931,0.997252708893862
95010,0.999329152151885,0.992970523948977,1.00568778035479,0.992958250307827,1.00570005399594,1.00193023412569
96010,0.996305909903207,0.989980482784549,1.00263133702187,0.989991134113964,1.00262068569245,0.998316109060327
97010,1.00751076860705,1.00121802787457,1.01380350933952,1.00121463530577,1.01380690190832,1.00053912419783
98010,1.00122482074874,0.994964264866875,1.0074853766306,0.994996994810651,1.00745264668683,0.994772038714425
99010,0.995455244086678,0.989226384215858,1.0016841039575,0.989228328155903,1.00168216001745,0.99968791398652
